epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.7474489795918368,0.8443877551020408,0.8698979591836735,0.9081632653061225,0.7474489795918368,0.7474489795918368,0.2814625850340136,0.8443877551020408,0.17397959183673467,0.8698979591836735,0.09081632653061222,0.9081632653061225,0.8023475461613216,0.827955863893185,0.8066139440442256,0.7397959183673469,0.8316326530612245,0.875,0.9056122448979592,0.7397959183673469,0.7397959183673469,0.27721088435374147,0.8316326530612245,0.175,0.875,0.09056122448979592,0.9056122448979592,0.7964093375445417,0.8228649215097122,0.8009053357132827
