epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.5612244897959183,0.673469387755102,0.7270408163265306,0.8010204081632653,0.5612244897959183,0.5612244897959183,0.22448979591836735,0.673469387755102,0.14540816326530612,0.7270408163265306,0.08010204081632652,0.8010204081632653,0.6340247408487203,0.6736758979174302,0.6409585792488717,0.5612244897959183,0.673469387755102,0.7270408163265306,0.8010204081632653,0.5612244897959183,0.5612244897959183,0.22448979591836735,0.673469387755102,0.14540816326530612,0.7270408163265306,0.08010204081632652,0.8010204081632653,0.6340247408487203,0.6736758979174302,0.6409585792488717
